Time,SLP,lat,lon,closest lat,closest lon,WRF omega,Calculated omega,Q omega,Surface Sensible omega,Surface Latent omega,Latent phase omega
2013-11-18T07:00:00.000000000,979.702,68.750,7.747,68.750,7.800,-0.4342441363609762,-1.6672645750251796,-1.7639945684220515,-1.180456740793122,-1.1657006262702454,-1.2458356069617726
2013-11-18T08:00:00.000000000,979.172,69.235,9.770,69.250,9.750,-8.003326027153804,-5.08859230844811,-5.188162244665608,-3.8088505118626736,-3.8034873953736477,-3.9588663147274046
2013-11-18T09:00:00.000000000,978.160,69.445,10.741,69.450,10.800,-3.0211863248970703,-3.834188612438214,-3.8313660490057933,-1.9924551377895814,-1.9879324378118601,-2.213686836729367
2013-11-18T10:00:00.000000000,977.553,69.713,12.115,69.700,12.150,-1.1106798333355117,-1.8232436986058693,-2.2999613984675142,-1.4368741560590694,-1.4518710925147262,-1.0273641249726433
2013-11-18T11:00:00.000000000,976.939,69.897,12.758,69.900,12.750,-10.774284306347084,-4.014809543250213,-4.101842459979799,-2.355283276286482,-2.3147612834020816,-2.552870522116301
2013-11-18T12:00:00.000000000,976.570,70.161,13.893,70.150,13.950,-6.774062342699594,-2.872332249547238,-2.7876405052586977,-1.8042628451445055,-1.8418995957457664,-1.9195928836773255
2013-11-18T13:00:00.000000000,975.905,70.258,14.611,70.250,14.550,-3.6297043220145584,-2.2957631667162066,-2.514332973918554,-1.5173125623414132,-1.4868975752662972,-1.4125818373559966
2013-11-18T14:00:00.000000000,974.820,70.976,16.252,71.000,16.200,2.952451643791313,-1.2132915000104798,-1.7217792844505366,0.0767783091887498,0.10014874866094836,0.36472063230629126
2013-11-18T15:00:00.000000000,973.680,71.131,16.730,71.150,16.800,-1.569901878011007,-1.6037749776001384,-2.014430477566883,-0.7603199293132068,-0.7735035873548571,-0.4697010814244584
2013-11-18T16:00:00.000000000,972.923,71.408,17.775,71.400,17.850,-3.992310932609348,-2.0457869870892704,-1.4662657163198871,-1.0809563590481808,-1.0897056117012471,-1.632193426277504
2013-11-18T17:00:00.000000000,971.618,71.629,18.405,71.650,18.450,3.6727679422074737,0.5108470512369014,0.18804900713974007,0.7899978343981024,0.797728405932812,1.0144184318609135
2013-11-18T18:00:00.000000000,970.881,71.796,19.434,71.800,19.500,1.1491142138033692,0.30802846898900593,0.04924430696659228,0.3218448809320247,0.2913696937887241,0.47290712342929775
2013-11-18T19:00:00.000000000,970.711,72.227,19.659,72.250,19.650,0.9256934600535379,0.08964632911131298,-0.16584802831912687,0.04869369582009662,0.049462140400260673,0.12022929157869965
2013-11-18T20:00:00.000000000,970.488,72.515,20.049,72.500,20.100,-0.5603787105979858,-0.46857198422034685,-0.6292442723018926,-0.36884647519450486,-0.38276595860170565,-0.3621275832026761
2013-11-18T21:00:00.000000000,970.052,72.568,22.474,72.550,22.500,0.18993676935121193,-0.37683281679209846,-0.6894782583181711,-0.4890291897525363,-0.48470185152198064,-0.27257927349523664
2013-11-18T22:00:00.000000000,969.596,72.829,22.539,72.850,22.500,-4.194067787704788,-1.6303023941176074,-0.9395994075084201,-0.8764218074707052,-0.867914181157365,-1.6763753625354216
2013-11-18T23:00:00.000000000,969.051,72.995,22.788,73.000,22.800,0.5165664908674561,-0.5294500647867132,-0.9180809301581329,-0.6863044744060373,-0.6845676294846987,-0.40683845442438726
2013-11-19T00:00:00.000000000,968.239,73.129,23.102,73.150,23.100,-0.507789340017773,-0.47794933964476116,-0.7566509324243904,-0.26647032749583965,-0.268556864295718,-0.12449249290813925
2013-11-19T01:00:00.000000000,968.270,73.277,23.251,73.300,23.250,0.10936564508910403,-0.25635305742775,-0.6429797389520682,-0.38510772766421963,-0.38584158862099416,-0.1299973316808985
2013-11-19T02:00:00.000000000,968.437,73.442,23.514,73.450,23.550,-0.4313742141342245,-0.7976252092272441,-0.8729546949037452,-0.5593006890320837,-0.5533476383013476,-0.6146433026753081
2013-11-19T03:00:00.000000000,968.630,73.633,23.145,73.650,23.100,-2.2322211894977984,-1.7019268738279618,-1.406704578719673,-1.1619835097870104,-1.1588881815127305,-1.6204134241034787
2013-11-19T04:00:00.000000000,968.609,73.773,20.150,73.750,20.100,-0.13572146222969592,-0.44897538880767474,-1.0258862728573246,0.04003055854359972,0.036665063350815666,0.2619310706387069
2013-11-19T05:00:00.000000000,967.725,73.707,19.532,73.700,19.500,0.4286180253584675,-0.22887315221620955,-0.7292495762580677,0.49251226941160153,0.486793762076496,0.5749623741689185
2013-11-19T06:00:00.000000000,966.901,73.515,19.659,73.500,19.650,0.7480838724829396,0.26803460688237646,-0.08056810909229781,0.5043912195824795,0.5001640617119311,0.6125574543249959
2013-11-19T07:00:00.000000000,966.020,73.773,20.150,73.750,20.100,1.6933524951576373,0.3302555067313508,-0.2639159353017586,0.9559765156559762,0.949558379333246,1.337770769280191
2013-11-19T08:00:00.000000000,965.730,73.637,19.383,73.650,19.350,0.37281133276108264,-0.5099462513455764,-1.0954500627218393,-0.03734422110706217,-0.04333801063291602,0.28955967349360173
2013-11-19T09:00:00.000000000,966.254,73.345,19.434,73.350,19.500,-1.3892532599830991,-1.1625031881536385,-1.3009940596195801,-0.6083504108212174,-0.6129438956258593,-0.707361969925814
2013-11-19T10:00:00.000000000,966.248,73.437,21.917,73.450,21.900,0.7663836605909892,-0.023321323977196093,-0.09319532782486988,0.10801469678071741,0.1066366105753576,0.0626844238614622
2013-11-19T11:00:00.000000000,966.940,73.423,22.091,73.400,22.050,-0.5605609326274172,-1.0943040710023524,-0.6158502736360691,-0.5188615921036537,-0.5107790661630474,-1.2438253497365224
2013-11-19T12:00:00.000000000,967.020,73.387,21.871,73.400,21.900,0.3004990606037288,0.5269619291918439,-0.3413574239264528,0.10749964088869972,0.11403105457038919,0.722414290477126
2013-11-19T13:00:00.000000000,967.696,73.256,22.859,73.250,22.800,0.4854831124070334,-0.07068251099490609,-1.167395424896019,-0.49980616389292076,-0.47376268140108246,-0.09560491031643763
2013-11-19T14:00:00.000000000,967.983,73.412,23.859,73.400,23.850,0.7139234646870702,-0.2125392983068136,-0.934137610281294,0.08740582938473966,0.12115299026405199,0.24518612806024084
2013-11-19T15:00:00.000000000,967.145,73.528,24.077,73.550,24.150,1.1971656940701056,0.09723831983301755,-0.3116653058666645,0.9641847004760457,0.9703799272637639,0.8837236938540031
2013-11-19T16:00:00.000000000,966.788,73.476,23.738,73.500,23.700,0.5215177150519837,-0.209473766048785,-0.034825411677814756,0.26514477265768677,0.267087415471357,-0.1973434789277016
2013-11-19T17:00:00.000000000,966.524,73.346,23.695,73.350,23.700,0.7778874680600268,0.1258735528842969,0.14283958366950464,0.41023320548544906,0.41913326188980793,0.14412622795951574
2013-11-19T18:00:00.000000000,966.937,73.201,23.823,73.200,23.850,-0.568698089605531,-0.028868034275061193,-0.07418283515702494,-0.09100914165354695,-0.09209956552101659,-0.15588318240887106
2013-11-19T19:00:00.000000000,967.306,72.912,24.348,72.900,24.300,-6.0238511093063085,-2.226655808117666,-0.9517603125828507,-0.7270881869586593,-0.7051605404812226,-2.124814446995817
2013-11-19T20:00:00.000000000,967.720,72.996,24.897,73.000,24.900,0.1350263137960833,-0.11705827126220952,-0.28485480676785635,0.11449344569017217,0.14233841367373884,0.05531130851125005
2013-11-19T21:00:00.000000000,967.674,72.850,25.287,72.850,25.350,0.5577339779845594,0.7498042230592011,0.08432306844944522,0.1272839125304502,0.144131596225083,0.696508712425807
2013-11-19T22:00:00.000000000,968.081,72.832,26.276,72.850,26.250,3.854765729594402,0.5858862039541938,0.5382313647031048,0.9071693484600537,0.9093231351826665,0.7869267788664296
2013-11-19T23:00:00.000000000,968.375,72.655,25.887,72.650,25.950,0.4302033581206919,-0.7124998897961694,-0.02129693223495565,-0.14397330559504345,-0.12520739013690085,-0.9401659277532044
2013-11-20T00:00:00.000000000,968.870,72.441,26.633,72.450,26.700,-0.9316406708640508,-0.3101287866602297,-0.1812165385563123,-0.18310822482313407,-0.14576902268036682,-0.43151411533444717
2013-11-20T01:00:00.000000000,969.212,72.338,27.320,72.350,27.300,0.8764812762517078,-0.4614418920661216,-0.2470831039858823,-0.1334005336738269,-0.08802613013604967,-0.5019652724083082
2013-11-20T02:00:00.000000000,969.719,72.251,27.843,72.250,27.900,0.7069435659499407,-0.6067073753344282,0.24614316630895566,0.3662125783669588,0.39778108469397216,-0.57757912361479
2013-11-20T03:00:00.000000000,970.361,72.045,28.656,72.050,28.650,-1.0778705397088404,-0.5226559008483075,-0.22916806207418494,-0.33234166426392325,-0.33137382385811004,-0.7586467209402512
2013-11-20T04:00:00.000000000,971.062,71.868,29.405,71.850,29.400,-1.2140820121721205,-0.20125090463224307,0.24866056580015933,0.09366496624474367,0.10079749639005131,-0.38611967942390635
2013-11-20T05:00:00.000000000,971.718,71.829,30.333,71.850,30.300,-0.8760630537417111,0.3006708827626718,-0.30856332301094846,-0.24254823437633982,-0.2528172435953482,0.29906816873317027
2013-11-20T06:00:00.000000000,972.072,71.485,31.979,71.500,31.950,-1.1112995619686352,0.5323022564913499,-0.4891031902575275,-0.14794983899890302,-0.12259658305094893,0.6757229964448744
2013-11-20T07:00:00.000000000,972.768,71.399,32.918,71.400,32.850,1.6112867975155132,-0.3689573864966314,0.18987765865073888,0.19193910156032798,0.20493969218533156,-0.46110325246019723
2013-11-20T08:00:00.000000000,973.583,71.332,33.348,71.350,33.300,-1.3756826048687303,-1.033156535125318,-0.3509993140891224,-0.1617952093373347,-0.13893733220247156,-0.8662549718552537
2013-11-20T09:00:00.000000000,974.447,71.123,34.621,71.100,34.650,0.29962331578883844,0.17310118914648157,-0.08741547800711563,-0.16290600304529448,-0.17172604843826839,-0.019515460228450434
2013-11-20T10:00:00.000000000,975.468,70.861,35.790,70.850,35.850,0.11802405697427819,0.648881070026082,7.903504252080748e-05,0.09656587412165442,0.11261359583434372,0.5735025076764511
2013-11-20T11:00:00.000000000,976.759,70.759,37.129,70.750,37.200,0.8085885333170229,-0.031412964469574964,-0.2132297663329529,-0.15727557456423866,-0.17475591069896773,-0.09341287461948654
2013-11-20T12:00:00.000000000,977.617,70.682,38.428,70.700,38.400,-1.1235821363641234,-0.13389383417289152,-0.05809233447849081,-0.0950008183045191,-0.10622647783086013,-0.3095147897385879
2013-11-20T13:00:00.000000000,978.349,70.180,39.111,70.200,39.150,0.019700285582256487,-0.24659578376242694,-0.07994133302465875,0.15130812319336345,0.1435428850222123,-0.2488199153697981
2013-11-20T14:00:00.000000000,979.119,70.053,40.383,70.050,40.350,0.22538826108863264,-0.06675281917282222,-0.08787611812015272,0.14588871584154126,0.1487568127763352,-0.008294248309350103
2013-11-20T15:00:00.000000000,980.127,69.881,41.658,69.900,41.700,0.7335627965414678,-0.2475028126548141,-0.20118484605934137,0.0596159054925316,0.05215776811889543,-0.10418178802985019
2013-11-20T16:00:00.000000000,981.095,69.635,43.044,69.650,43.050,-4.7978242092305825,-1.2479958429573685,-0.8282748354520502,-0.5567316126513517,-0.5438086071533039,-1.121760196325555
2013-11-20T17:00:00.000000000,982.060,69.569,44.633,69.550,44.700,-0.5955286525202136,-0.17615646406276983,-0.264100559034794,-0.15125396734234633,-0.16454006670491658,-0.1631242530921904
2013-11-20T18:00:00.000000000,982.444,69.341,46.151,69.350,46.200,-6.335039167905125,-2.196701492572911,-1.6718374325875387,-1.3888543838379068,-1.3570963750560312,-1.9834488468429008
2013-11-20T19:00:00.000000000,983.423,69.169,47.517,69.150,47.550,1.7331778793772272,-0.3512349306408687,-0.4706376872017257,0.0322319704682268,0.03513103311111282,-0.01113915326712724
2013-11-20T20:00:00.000000000,984.518,69.025,49.055,69.000,49.050,0.9194120598378551,0.09573606295092504,0.17364050358328856,0.07715214833618243,0.09280122651217926,-0.04583990582715411
2013-11-20T21:00:00.000000000,985.194,68.939,50.665,68.950,50.700,1.0536851340383135,-0.005989438354832335,-0.05795684513841855,-0.0009391099478582204,0.012481779050907024,-0.016104906124895572
